title,director,cast,genres,revenue,vote_average,popularity
Lake of Fire (2006),Tony Kaye,Noam Chomsky / Bill Baird / Flip Benham,Documentary,25,8.0,0.475748
A Farewell to Arms (1932),Frank Borzage,Helen Hayes / Gary Cooper / Adolphe Menjou,Drama / Romance / War,25,6.2,1.199451
In the Cut (2003),Jane Campion,Meg Ryan / Mark Ruffalo / Jennifer Jason Leigh,Mystery / Thriller,23,4.6,10.536092
The Prophecy (1995),Gregory Widen,Christopher Walken / Elias Koteas / Virginia Madsen,Fantasy / Horror / Thriller,16,6.4,11.818333
Tae Guk Gi: The Brotherhood of War (2004),Kang Je-gyu,Jang Dong-gun / Won Bin / Lee Eun-ju,Action / Adventure / Drama / History / War,15,7.4,9.572705
The 51st State (2001),Ronny Yu,Samuel L. Jackson / Robert Carlyle / Emily Mortimer,Thriller / Action / Comedy / Crime,14,5.9,9.670031
Angela's Ashes (1999),Alan Parker,Emily Watson / Robert Carlyle / Joe Breen,Drama,13,7.0,4.88794
The Cookout (2004),Lance Rivera,Ja Rule / Tim Meadows / Jenifer Lewis,Comedy / Drama,12,4.6,0.830596
Chasing Liberty (2004),Andy Cadiff,Mandy Moore / Stark Sands / Tony Jayawardena,Comedy / Romance,12,6.1,3.362045
Of Horses and Men (2013),Benedikt Erlingsson,Ingvar Eggert Sigurðsson / Charlotte Bøving / Steinn Ármann Magnússon,Drama / Romance / Comedy,11,6.9,1.617943
F.I.S.T. (1978),Norman Jewison,Sylvester Stallone / Rod Steiger / Peter Boyle,Drama / Action,11,6.4,3.375208
Bats (1999),Louis Morneau,Lou Diamond Phillips / Dina Meyer / Bob Gunton,Horror / Thriller,10,4.1,1.537859
Bran Nue Dae (2009),Rachel Perkins,Rocky McKenzie / Geoffrey Rush / Jessica Mauboy,Comedy / Drama / Foreign / Romance,7,5.2,0.050456
Dreaming of Joseph Lees (1999),Eric Styles,Rupert Graves / Samantha Morton / Nicholas Woodeson,Romance / Drama,7,8.0,0.11615
Split Second (1992),Tony Maylam,Rutger Hauer / Kim Cattrall / Michael J. Pollard,Thriller / Action / Horror / Science Fiction / Crime,5,5.7,4.857028
Jack Brooks: Monster Slayer (2007),Jon Knautz,Robert Englund / Trevor Matthews / Daniel Kash,Action / Comedy / Horror,0,5.7,2.659804
Closer to the Moon (2013),Nae Caranfil,Vera Farmiga / Mark Strong / Harry Lloyd,Comedy / Drama,0,6.4,9.159265
Elling (2001),Petter Næss,Per Christian Ellefsen / Sven Nordin / Jørgen Langhelle,Comedy / Drama,0,7.0,2.526356
Wind Walkers (2016),Russell Friedenberg,Zane Holtz / Glen Powell / Kiowa Gordon,Action / Horror / Thriller,0,7.5,0.446858
There's Always Woodstock (2014),Rita Merson,Allison Miller / James Wolk / Katey Sagal,Romance / Comedy / Music,0,5.4,2.025701
The Hudsucker Proxy (1994),Joel Coen,Tim Robbins / Jennifer Jason Leigh / Paul Newman,Comedy / Drama,0,7.1,14.188982
Checkmate (2015),Timothy Woodward Jr.,Danny Glover / Sean Astin / Vinnie Jones,Thriller / Action / Crime,0,4.2,1.105357
Eden (2015),Shyam Madiraju,Jessica Lowndes / Ethan Peck / Diego Boneta,Thriller / Drama,0,5.6,2.713171
Just Visiting (2001),Jean-Marie Poiré,Jean Reno / Christina Applegate / Christian Clavier,Comedy / Fantasy / Science Fiction,0,4.8,10.844882
The Hunting Party (2007),Richard Shepard,Richard Gere / Terrence Howard / James Brolin,Action / Adventure / Thriller / Drama,0,6.6,8.048305
Go for It! (2011),Carmen Marron,Aimee Garcia / Al Bandiero / Jossara Jinaro,Drama / Family,0,4.6,0.500753
The Last Shot (2004),Jeff Nathanson,Matthew Broderick / Alec Baldwin / Toni Collette,Action / Comedy,0,5.9,6.7698
Redemption Road (2011),Mario Van Peebles,Michael Clarke Duncan / Morgan Simpson / Kiele Sanchez,Drama,0,4.7,0.197264
Chicken Tikka Masala (2005),Harmage Singh Kalirai,Chris Bisson / Saeed Jaffrey / Sally Bankes,Comedy / Romance / Foreign,0,3.5,0.258413
Delgo (2008),Marc F. Adler,Freddie Prinze Jr. / Jennifer Love Hewitt / Val Kilmer,Adventure / Fantasy / Animation / Comedy / Science Fiction / Family,0,5.4,4.238482
The Calling (2014),Jason Stone,Susan Sarandon / Gil Bellows / Ellen Burstyn,Thriller,0,5.6,5.759493
Impact Point (2008),Hayley Cloake,Brian Austin Green / Melissa Keller / Linden Ashby,Thriller / Romance,0,5.7,1.532518
Do You Believe? (2015),Jon Gunn,Mira Sorvino / Sean Astin / Alexa PenaVega,Fantasy / Drama,0,6.6,2.470443
The Timber (2015),Anthony O'Brien,James Ransone / Elisa Lasowski / Josh Peck,Adventure / Drama / Western,0,4.1,0.803761
Containment (2015),Neil Mcenery-West,Louise Brealey / Lee Ross / Sheila Reid,Thriller / Horror / Science Fiction,0,5.1,2.122451
#Horror (2015),Tara Subkoff,Taryn Manning / Natasha Lyonne / Chloë Sevigny,Drama / Mystery / Horror / Thriller,0,3.3,2.815228
The Last Sin Eater (2007),Michael Landon Jr.,Louise Fletcher / Henry Thomas / Soren Fulton,Drama,0,6.2,2.371477
Lies in Plain Sight (2010),Patricia Cardoso,Martha Higareda / Chad Michael Murray / Yul Vazquez,Drama / Mystery / Thriller,0,4.5,0.47909
Growing Up Smith (2017),Frank Lotito,Roni Akurati / Brighton Sharbino / Jason Lee,Comedy / Family / Drama,0,7.4,0.71087
The Brave Little Toaster (1987),Jerry Rees,Jon Lovitz / Timothy Stack / Phil Hartman,Fantasy / Adventure / Animation / Comedy / Family / Music,0,6.7,6.86302
Nomad: The Warrior (2005),Sergei Bodrov Jr.,Kuno Becker / Jay Hernandez / Jason Scott Lee,Action / History / War,0,4.3,8.212018
Sharkskin (2015),none,,,0,0.0,0.027801
8 Days (2014),Jaco Booyens,Nicole Smolen / Kim Baldwin / Ariana Stephens,Thriller / Drama,0,0.0,0.015295
A Monster in Paris (2011),Bibo Bergeron,Vanessa Paradis / Mathieu Chedid / Gad Elmaleh,Adventure / Animation / Comedy / Family / Fantasy,0,6.5,17.375562
The Warlords (2007),Peter Chan,Jet Li / Andy Lau / Takeshi Kaneshiro,Action / Drama / History,0,6.3,6.884467
The Mirror Has Two Faces (1996),Barbra Streisand,Barbra Streisand / Jeff Bridges / Lauren Bacall,Comedy / Drama / Romance,0,6.5,3.844926
U.F.O. (2012),Dominic Burns,Bianca Bree / Sean Brosnan / Simon Phillips,Action / Adventure / Science Fiction,0,3.1,8.248149
Neal 'n' Nikki (2005),Arjun Sablok,Uday Chopra / Tanisha Mukherjee / Abhishek Bachchan,Comedy / Romance,0,2.3,0.285131
Heartbreakers (2001),David Mirkin,Sigourney Weaver / Jennifer Love Hewitt / Gene Hackman,Crime / Comedy / Romance,0,5.7,13.932203
Joe Somebody (2001),John Pasquin,Tim Allen / Julie Bowen / Kelly Lynch,Comedy,0,5.5,5.257009
Texas Rangers (2001),Steve Miner,James Van Der Beek / Rachael Leigh Cook / Ashton Kutcher,Action / Western,0,5.4,5.641978
Ghosts of Mississippi (1996),Rob Reiner,Alec Baldwin / James Woods / Virginia Madsen,History / Drama,0,6.2,8.102925
Snow Falling on Cedars (1999),Scott Hicks,Ethan Hawke / Youki Kudoh / Reeve Carney,Drama / Romance,0,6.3,2.79483
"Fat, Sick & Nearly Dead (2010)",Joe Cross,Joe Cross / Phil Riverstone / Amy Badberg,Documentary,0,7.1,0.545825
Queen of the Mountains (2014),Sadyk Sher-Niyaz,Elina Abai Kyzy / Aziz Muradillayev / Nasira Mambetov,Drama / Action,0,0.0,0.077873
Timber Falls (2007),Tony Giglio,Josh Randall / Nick Searcy / Beth Broderick,Horror / Thriller,0,5.2,3.687574
Def-Con 4 (1985),Paul Donovan,Lenore Zann / Maury Chaykin / Kate Lynch,Science Fiction,0,2.8,0.319792
The Hebrew Hammer (2003),Jonathan Kesselman,Adam Goldberg / Judy Greer / Andy Dick,Action / Comedy,0,5.9,1.600797
Silver Medalist (2009),Ning Hao,Huang Bo / Kong Jiu / Shaohua Ma,Action / Adventure / Comedy / Drama / Foreign,0,7.4,0.406645
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It (2010),Craig Moss,Bryan Callen / Noureen DeWulf / Mircea Monroe,Comedy,0,3.2,5.628399
Trees Lounge (1996),Steve Buscemi,Steve Buscemi / Chloë Sevigny / Carol Kane,Comedy / Drama,0,6.7,3.443916
Forget Me Not (2009),Tyler Oliver,Carly Schroeder / Cody Linley / Brie Gabrielle,Drama / Horror / Romance,0,5.0,5.065752
Beer League (2006),Frank Sebastiano,Artie Lange / Ralph Macchio / Anthony DeSando,Comedy,0,5.3,1.73892
Maurice (1987),James Ivory,James Wilby / Hugh Grant / Rupert Graves,Drama / Romance,0,7.1,11.552247
Head of State (2003),Chris Rock,Chris Rock / Bernie Mac / Dylan Baker,Comedy,0,5.3,3.457194
Kate & Leopold (2001),James Mangold,Meg Ryan / Hugh Jackman / Liev Schreiber,Comedy / Fantasy / Romance / Science Fiction,0,6.0,11.940711
There Be Dragons (2011),Roland Joffé,Charlie Cox / Dougray Scott / Wes Bentley,Drama,0,5.9,6.668679
In & Out (1997),Frank Oz,Kevin Kline / Joan Cusack / Tom Selleck,Comedy / Romance,0,6.3,11.897925
Filly Brown (2013),Michael D. Olmos,Resmine Atis / Baby Bash / David Bianchi,Drama,0,5.9,0.106949
The Dress (1996),Alex van Warmerdam,Henri Garcin / Ingeborg Elzevier / Khaldoun Elmecky,Comedy / Drama,0,7.0,0.144031
The Lion of Judah (2011),Deryck Broom,Georgina Cordova / Ernest Borgnine / Michael Madsen,Adventure / Animation / Comedy / Family,0,5.8,0.165909
The Tooth Fairy (2006),Chuck Bowman,Lochlyn Munro / Chandra West / Steve Bacic,Horror,0,4.3,0.716764
My Own Private Idaho (1991),Gus Van Sant,River Phoenix / Keanu Reeves / James Russo,Drama / Romance,0,7.1,10.363642
The Celebration (1998),Thomas Vinterberg,Ulrich Thomsen / Henning Moritzen / Thomas Bo Larsen,Drama,0,7.7,10.240917
The Rise of the Krays (2015),Zackary Adler,Kevin Leslie / Simon Cotton / Phil Dunster,Crime,0,4.5,1.759506
Fuel (2008),Joshua Tickell,Joshua Tickell / Barbara Boxer / Richard Branson,Documentary / Drama,0,7.0,0.197469
Thr3e (2006),Robby Henson,Marc Blucas / Justine Waddell / Bill Moseley,Drama / Horror / Thriller,0,4.8,1.946715
Antibirth (2016),Danny Perez,Natasha Lyonne / Chloë Sevigny / Meg Tilly,Horror,0,4.8,3.674294
The Holy Girl (2004),Lucrecia Martel,María Alché / Mercedes Morán / Carlos Belloso,Drama / Foreign,0,6.8,0.684881
Stung (2015),Benni Diez,Matt O'Leary / Jessica Cook / Lance Henriksen,Comedy / Horror,0,4.9,4.270489
Christmas Mail (2010),John Murlowski,Ashley Scott / A.J. Buckley / Rolanda Watts,Comedy / Family,0,5.0,0.630226
Anatomy (2000),Stefan Ruzowitzky,Franka Potente / Benno Fürmann / Anna Loos,Horror / Thriller,0,6.1,5.025938
The Other End of the Line (2008),James Dodson,Jesse Metcalfe / Austin Basis / Larry Miller,Comedy / Romance,0,6.1,3.393648
8: The Mormon Proposition (2010),Reed Cowan,Rocky Mayor Anderson / Matt Aune / Tyler Barrick,Documentary,0,5.5,0.424957
Valley of the Heart's Delight (2006),Tim Boxell,Pete Postlethwaite / Gabriel Mann / Emily Harrison,Drama,0,7.0,0.142255
Last I Heard (2013),David Rodriguez,Paul Sorvino / Chazz Palminteri / Michael Rapaport,Drama / Comedy,0,6.0,0.35819
Incident at Loch Ness (2004),Zak Penn,Werner Herzog / Kitana Baker / Gabriel Beistain,Adventure / Comedy / Horror,0,5.9,1.452152
Religulous (2008),Larry Charles,Bill Maher / Jose Luis De Jesus Miranda / Andrew Newberg,Comedy / Documentary,0,7.2,9.774126
The Ballad of Gregorio Cortez (1983),Robert M. Young,Edward James Olmos / James Gammon / Tom Bower,Western,0,0.0,0.592821
Sgt. Bilko (1996),Jonathan Lynn,Steve Martin / Dan Aykroyd / Phil Hartman,Comedy / Family,0,5.5,5.417787
Brick Lane (2007),Sarah Gavron,Tannishtha Chatterjee / Satish Kaushik / Christopher Simpson,Drama,0,5.2,0.262135
The Dog Lover (2016),Alex Ranarivelo,Allison Paige / James Remar / Lea Thompson,Drama,0,5.3,1.193219
Saving Face (2004),Alice Wu,Michelle Krusiec / Joan Chen / Lynn Chen,Comedy / Romance,0,6.8,2.487255
GirlHouse (2014),Jon Knautz,Ali Cobrin / Erin Agostino / James Thomas,Horror / Thriller,0,5.2,8.039223
The Blue Room (2014),Mathieu Amalric,Mathieu Amalric / Léa Drucker / Stéphanie Cléau,Drama / Crime / Thriller,0,6.2,2.486992
House at the End of the Drive (2014),David Worth,James Oliver / Jonathan Mangum / Alison Raimondi,Thriller / Horror,0,0.0,0.43049
Batman (1966),Leslie H. Martinson,Adam West / Burt Ward / Lee Meriwether,Family / Adventure / Comedy / Science Fiction / Crime,0,6.1,9.815394
Jesus' Son (1999),Alison Maclean,Billy Crudup / Denis Leary / Jack Black,Comedy / Drama / Romance,0,6.7,5.581743
Evil Words (2003),Éric Tessier,Patrick Huard / Michel Côté / Catherine Florent,Horror / Mystery / Thriller,0,6.9,0.205034
Dragon Nest: Warriors' Dawn (2014),Yuefeng Song,Carrie-Anne Moss / Lucas Grabeel / Blythe Auffarth,Adventure / Family / Fantasy / Animation,0,6.8,5.057695
The Toxic Avenger Part II (1989),Lloyd Kaufman,Ron Fazio / John Altamura / Phoebe Legere,Comedy / Horror / Action,0,5.3,1.791331
Drillbit Taylor (2008),Steven Brill,Owen Wilson / Leslie Mann / Josh Peck,Comedy,0,5.5,15.055732
Impostor (2001),Gary Fleder,Gary Sinise / Madeleine Stowe / Mekhi Phifer,Action / Science Fiction / Thriller,0,6.1,9.579975
Fetching Cody (2005),David Ray,Jay Baruchel / Sarah Lind / Jim Byrnes,Comedy / Drama / Fantasy / Romance / Science Fiction,0,6.8,0.077876
Travellers and Magicians (2003),Khyentse Norbu,Tshewang Dendup / Sonam Lhamo / Lhakpa Dorji,Adventure / Drama / Foreign,0,6.8,0.749699
Brüno (2009),Larry Charles,Sacha Baron Cohen / Richard Bey / Ron Paul,Comedy,0,5.4,16.122168
Deadline - U.S.A. (1952),Richard Brooks,Humphrey Bogart / Ethel Barrymore / Kim Hunter,Crime / Drama,0,6.9,0.225627
Sublime (2007),Tony Krantz,Tom Cavanagh / Jeffrey Anderson-Gunter / Cas Anvar,Horror / Thriller,0,5.3,6.833164
A Beginner's Guide to Snuff (2016),Mitchell Altieri,Joey Kern / Luke Edwards / Bree Williamson,Thriller / Comedy / Horror,0,0.0,0.060127
Independence Daysaster (2013),W.D. Hogan,Casey Dubois / Iain Belcher / Andrea Brooks,Action / Science Fiction,0,4.2,1.959405
Nine Dead (2010),Chris Shadley,Melissa Joan Hart / John Terry / Chip Bent,Crime / Drama / Horror / Thriller,0,5.2,9.68793
Dysfunctional Friends (2012),Corey Grant,Stacey Dash / Reagan Gomez-Preston / Wesley Jonathan,Comedy / Romance,0,5.0,0.21544
Grave Encounters (2011),Colin Minihan,Sean Rogerson / Juan Riedinger / Ashleigh Gryzko,Thriller / Horror,0,6.1,13.222268
Freeze Frame (2004),John Simpson,Lee Evans / Sean McGinley / Ian McNeice,Thriller / Drama / Crime,0,6.9,4.922397
Against the Wild (2013),Richard Boddington,Natasha Henstridge / CJ Adams / Erin Pitt,Adventure / Family,0,4.9,2.492747
Gangster's Paradise: Jerusalema (2008),Ralph Ziman,Daniel Buckland / Robert Hobbs / Rapulana Seiphemo,Drama / Action / Crime / Foreign,0,6.8,1.717376
Curse of the Golden Flower (2006),Zhang Yimou,Chow Yun-fat / Gong Li / Jay Chou,Action / Drama / Fantasy,0,6.6,9.950505
Lesbian Vampire Killers (2009),Phil Claydon,James Corden / Mathew Horne / Paul McGann,Horror / Comedy,0,5.3,6.632891
Plush (2013),Catherine Hardwicke,Emily Browning / Xavier Samuel / Cam Gigandet,Thriller,0,5.4,5.099368
Circle (2015),Aaron Hann,Julie Benz / Carter Jenkins / Cesar Garcia,Horror / Science Fiction,0,6.0,6.752141
London (2005),Hunter Richards,Chris Evans / Jessica Biel / Joy Bryant,Drama / Action / Romance,0,6.1,5.350423
All the Pretty Horses (2000),Billy Bob Thornton,Matt Damon / Henry Thomas / Penélope Cruz,Drama / Romance / Western,0,5.8,7.524671
In the Bedroom (2001),Todd Field,Tom Wilkinson / Sissy Spacek / Nick Stahl,Drama / Thriller,0,6.4,6.979638
The Missing Person (2009),Noah Buschel,Michael Shannon / Amy Ryan / Frank Wood,Comedy / Drama / Mystery / Thriller,0,6.4,1.161034
The Last Five Years (2014),Richard LaGravenese,Anna Kendrick / Jeremy Jordan / Natalie Knepp,Comedy / Drama / Music / Romance,0,5.5,5.563068
The Lost Medallion: The Adventures of Billy Stone (2013),Bill Muir,William Brent / Sammi Hanratty / James Hong,Adventure / Family,0,5.6,2.952932
This Thing of Ours (2005),Danny Provenzano,James Caan / James Caan / Frank Vincent,Drama / Action / Thriller,0,5.0,0.046868
My Summer of Love (2004),Paweł Pawlikowski,Natalie Press / Emily Blunt / Paddy Considine,Drama / Thriller / Romance,0,6.0,3.939753
Yes (2005),Sally Potter,Joan Allen / Simon Abkarian / Sam Neill,Drama / Romance,0,5.9,3.677831
24 7: Twenty Four Seven (1997),Shane Meadows,Bob Hoskins / Danny Nussbaum / Bruce Jones,Comedy / Drama / Romance,0,6.3,0.744406
Multiplicity (1996),Harold Ramis,Michael Keaton / Andie MacDowell / Harris Yulin,Comedy / Fantasy / Science Fiction,0,5.5,11.120344
Ed and His Dead Mother (1993),Jonathan Wacks,Eric Christmas / Harper Roisman / Steve Buscemi,Comedy,0,5.5,0.023436
Supercapitalist (2012),Simon Yin,Linus Roache / Derek Ting / Richard Ng,Thriller,0,3.5,0.174311
Vaalu (2015),Vijay Chandar,Silambarasan / Hansika Motwani / Santhanam,Comedy / Romance,0,6.7,0.320387
All Is Bright (2013),Phil Morrison,Paul Rudd / Paul Giamatti / Sally Hawkins,Comedy / Drama,0,5.3,3.613577
Northfork (2003),Michael Polish,James Woods / Nick Nolte / Claire Forlani,Fantasy / Drama / Science Fiction,0,6.7,1.980265
River's Edge (1986),Tim Hunter,Crispin Glover / Keanu Reeves / Ione Skye,Crime / Drama,0,6.7,6.463806
Shark Lake (2015),Jerry Dugan,Dolph Lundgren / James Chalke / Sara Malakul Lane,Thriller,0,4.4,1.187764
The Curse of Downers Grove (2015),Derick Martini,Bella Heathcote / Lucas Till / Helen Slater,Thriller / Mystery / Horror / Drama,0,4.4,2.00163
The Square (2013),Jehane Noujaim,Khalid Abdalla / Dina Abdullah / Dina Amer,Documentary / Drama / History,0,7.8,4.892203
The Walking Deceased (2015),Scott Dow,Tim Ogletree / Troy Ogletree / Dave Sheridan,Science Fiction / Comedy,0,4.2,1.332804
One to Another (2006),Jean-Marc Barr,Lizzie Brocheré / Arthur Dupont / Guillaume Baché,Drama,0,5.8,4.665026
The Legend of Hell's Gate: An American Conspiracy (2011),Tanner Beard,Eric Balfour / Lou Taylor Pucci / Henry Thomas,Action / Adventure / History / Western,0,3.9,1.002585
Slacker Uprising (2007),Michael Moore,Michael Moore / Eddie Vedder / Robert Ellis Orrall,Documentary,0,5.9,1.619635
A Funny Thing Happened on the Way to the Forum (1966),Richard Lester,Zero Mostel / Phil Silvers / Buster Keaton,Comedy / Music,0,6.1,8.902102
Straight A's (2013),James Cox,Anna Paquin / Ryan Phillippe / Luke Wilson,Comedy / Drama,0,5.2,4.50829
The Torture Chamber of Dr. Sadism (1967),Harald Reinl,Lex Barker / Christopher Lee / Karin Dor,Mystery / Horror / History,0,6.3,1.296784
Abandoned (2015),John Laing,Dominic Purcell / Peter Feeney / Owen Black,Drama / Thriller,0,5.8,3.068463
Rockaway (2007),Jeff Crook,Nicholas Gonzalez / Mario Cimarro / Oleg Taktarov,Action / Adventure / Drama,0,5.8,0.361554
Brotherly Love (2015),Jamal Hill,Keke Palmer / Cory Hardrict / Eric D. Hill Jr.,Drama,0,6.9,1.367751
The Ghastly Love of Johnny X (2013),Paul Bunnell,Will Keenan / Creed Bratton / De Anna Joy Brooks,Comedy / Fantasy / Music,0,6.6,0.209475
28 Days (2000),Betty Thomas,Sandra Bullock / Viggo Mortensen / Dominic West,Comedy / Drama,0,6.0,5.418921
Nowhere Boy (2009),Sam Taylor-Johnson,Aaron Taylor-Johnson / Anne-Marie Duff / Kristin Scott Thomas,Drama,0,7.2,1.950959
Coffee Town (2013),Brad Copeland,Glenn Howerton / Steve Little / Ben Schwartz,Comedy,0,6.7,2.253589
Small Apartments (2012),Jonas Åkerlund,Matt Lucas / Juno Temple / James Caan,Comedy / Crime,0,5.7,5.100741
The Juror (1996),Brian Gibson,Demi Moore / Alec Baldwin / Joseph Gordon-Levitt,Drama / Thriller,0,5.5,3.937352
Highway (2002),James Cox,Jake Gyllenhaal / Selma Blair / Jared Leto,Action / Adventure / Drama,0,5.6,3.419685
The Crime of Padre Amaro (2002),Carlos Carrera,Gael García Bernal / Ana Claudia Talancón / Sancho Gracia,Drama / Romance,0,6.2,2.179428
No Man's Land: The Rise of Reeker (2008),Dave Payne,Stephen Martines / Valerie Cruz / Mircea Monroe,Horror / Thriller,0,4.4,4.346271
The Lady from Shanghai (1947),Orson Welles,Rita Hayworth / Orson Welles / Everett Sloane,Crime / Drama / Mystery,0,7.2,8.055084
Songcatcher (2001),Maggie Greenwald,Janet McTeer / Michael Davis / Michael Goodwin,Drama / Music,0,5.6,3.363321
The Glimmer Man (1996),John Gray,Steven Seagal / Keenen Ivory Wayans / Bob Gunton,Action / Adventure / Crime / Drama / Thriller,0,4.7,6.250282
Hum To Mohabbat Karega (2000),none,,,0,0.0,0.001186
Grace Unplugged (2013),Brad J. Silverman,AJ Michalka / James Denton / Kevin Pollak,Drama / Music,0,6.0,2.160586
City Hall (1996),Harold Becker,Al Pacino / John Cusack / Bridget Fonda,Drama / Thriller,0,6.0,3.621837
Mickey Blue Eyes (1999),Kelly Makin,Hugh Grant / James Caan / Jeanne Tripplehorn,Comedy / Crime / Romance,0,5.3,6.786117
Unsullied (2015),Simeon Rice,Rusty Joiner / Murray Gray / James Gaudioso,Thriller / Action / Horror,0,3.0,0.06124
The Marine 4: Moving Target (2015),William Kaufman,Mike Mizanin / Melissa Roxburgh / Josh Blacker,Thriller / Action,0,5.8,3.696123
I Want Someone to Eat Cheese With (2006),Jeff Garlin,Jeff Garlin / Sarah Silverman / Bonnie Hunt,Comedy / Romance,0,5.7,1.742383
Smoke Signals (1998),Chris Eyre,Adam Beach / Evan Adams / Irene Bedard,Drama / Comedy,0,6.6,2.304552
A Million Ways to Die in the West (2014),Seth MacFarlane,Seth MacFarlane / Charlize Theron / Liam Neeson,Comedy / Western,0,5.8,32.808675
Bless the Child (2000),Chuck Russell,Kim Basinger / Angela Bettis / Holliston Coleman,Drama / Horror / Thriller / Crime,0,4.9,3.321949
The Other Boleyn Girl (2008),Justin Chadwick,Natalie Portman / Scarlett Johansson / Eric Bana,Drama,0,6.4,22.939557
At First Sight (1999),Irwin Winkler,Val Kilmer / Mira Sorvino / Kelly McGillis,Drama / Romance,0,5.9,5.778724
Hatchet (2006),Adam Green,Joel David Moore / Tamara Feldman / Deon Richmond,Comedy / Horror,0,5.7,12.677016
Solaris (1972),Andrei Tarkovsky,Donatas Banionis / Natalya Bondarchuk / Jüri Järvet,Drama / Science Fiction / Adventure / Mystery,0,7.7,24.132271
Stolen Summer (2002),Pete Jones,Aidan Quinn / Bonnie Hunt / Kevin Pollak,Drama / Family / Comedy,0,6.4,0.87066
The Legend of Drunken Master (1994),Liu Chia-Liang,Jackie Chan / Anita Mui / Ti Lung,Action / Comedy,0,7.2,15.046612
Ri¢hie Ri¢h (1994),Donald Petrie,Macaulay Culkin / John Larroquette / Edward Herrmann,Comedy / Family,0,5.4,14.398356
The Salon (2005),Mark Brown,Dondre Whitfield / Kym Whitley / Monica Calhoun,Comedy,0,3.5,2.02817
Road Hard (2015),Adam Carolla,Adam Carolla / Diane Farr / Larry Miller,Comedy,0,6.6,0.859014
Forty Shades of Blue (2005),Ira Sachs,Dina Korzun / Rip Torn / Darren E. Burrows,Drama / Romance,0,6.0,0.071377
Kiss of Death (1995),Barbet Schroeder,David Caruso / Samuel L. Jackson / Nicolas Cage,Action / Crime / Drama / Thriller,0,5.7,6.90894
Amigo (2010),John Sayles,Chris Cooper / DJ Qualls / Garret Dillahunt,Drama / History / War,0,6.0,0.193172
Trucker (2008),James Mottern,Michelle Monaghan / Nathan Fillion / Joey Lauren Adams,Drama,0,6.8,1.20173
Me You and Five Bucks (2015),none,,Romance / Comedy / Drama,0,10.0,0.094105
New York Minute (2004),Dennie Gordon,Ashley Olsen / Mary-Kate Olsen / Eugene Levy,Comedy,0,5.5,10.0403
Soul Men (2008),Malcolm D. Lee,Samuel L. Jackson / Bernie Mac / Sharon Leal,Comedy / Music,0,6.3,5.483671
Raise the Titanic (1980),Jerry Jameson,M. Emmet Walsh / Richard Jordan / David Selby,Action / Drama / Thriller,0,5.2,1.630541
Housebound (2014),Gerard Johnstone,Morgana O'Reilly / Rima Te Wiata / Glen-Paul Waru,Horror / Comedy / Thriller,0,6.5,10.322858
Wal-Mart: The High Cost of Low Price (2005),Robert Greenwald,Lee Scott / Don Hunter / Jon Hunter,Documentary,0,6.9,1.404175
Autumn in New York (2000),Joan Chen,Richard Gere / Winona Ryder / Anthony LaPaglia,Drama / Romance,0,5.7,8.680334
Medicine Man (1992),John McTiernan,Sean Connery / Lorraine Bracco / José Wilker,Adventure,0,5.8,7.021871
Teeth (2007),Mitchell Lichtenstein,Jess Weixler / John Hensley / Josh Pais,Comedy / Horror,0,5.2,7.359286
The River Wild (1994),Curtis Hanson,Meryl Streep / David Strathairn / Kevin Bacon,Action / Adventure / Crime / Thriller,0,6.1,12.362876
House of D (2005),David Duchovny,Robin Williams / David Duchovny / Anton Yelchin,Comedy / Drama,0,6.1,6.337735
Caramel (2007),Nadine Labaki,Nadine Labaki / Yasmine Al Massri / Joanna Moukarzel,Drama / Comedy / Romance,0,6.8,4.554574
Out of the Dark (2014),Lluís Quílez,Julia Stiles / Scott Speedman / Stephen Rea,Thriller / Horror,0,4.6,3.215465
Clockwatchers (1997),Jill Sprecher,Toni Collette / Parker Posey / Lisa Kudrow,Comedy / Drama,0,5.6,1.196943
The Bubble (2006),Eytan Fox,Ohad Knoller / Yousef Sweid / Daniella Wircer,Drama / Romance,0,7.6,1.49436
Dinner Rush (2000),Bob Giraldi,Danny Aiello / John Rothman / Frank Bongiorno,Drama / Action / Thriller,0,7.1,1.096355
Dil Jo Bhi Kahey... (2006),Romesh Sharma,Amitabh Bachchan / Revathi / Karan Sharma,Romance,0,0.0,0.122704
Mississippi Mermaid (1969),François Truffaut,Jean-Paul Belmondo / Catherine Deneuve / Michel Bouquet,Crime / Drama / Romance,0,6.7,3.654018
I Love Your Work (2003),Adam Goldberg,Marisa Coughlan / Judy Greer / Shalom Harlow,Drama / Mystery,0,6.5,3.313339
Cabin Fever (2016),Travis Zariwny,Matthew Daddario / Samuel Davis / Dustin Ingram,Horror,0,4.4,5.379319
Across the Universe (2007),Julie Taymor,Evan Rachel Wood / Jim Sturgess / Joe Anderson,Adventure / Drama / Music / Romance,0,7.1,11.872841
The Indian in the Cupboard (1995),Frank Oz,Hal Scardino / Litefoot / Lindsay Crouse,Adventure / Family / Fantasy,0,5.9,11.095914
In the Shadow of the Moon (2007),David Sington,Buzz Aldrin / Michael Collins / Alan Bean,Documentary,0,7.6,3.43159
Me and You and Everyone We Know (2005),Miranda July,Miranda July / John Hawkes / Brandon Ratcliff,Comedy / Drama,0,7.0,9.719094
